"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2023-01-11","13:15:00",3954.3,"3 Jan 11 3955 P STO 7.10 | 3 Jan 11 3950 P BTO 5.00",200,3969.61,"2023-01-11","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,110063.92,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.42,1,13.1,21.95,100,-65
"2023-01-10","13:15:00",3903.97,"3 Jan 10 3900 P STO 6.00 | 3 Jan 10 3895 P BTO 4.30",160,3919.25,"2023-01-10","16:00:00",0,0,"Expired",472.68,98.475,3,109471.24,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.395,1,-3.52,15.4,100,-31.25
"2023-01-09","13:15:00",3933.03,"3 Jan 9 3930 P STO 6.00 | 3 Jan 9 3925 P BTO 4.25",165,3892.09,"2023-01-09","16:00:00",0,500,"Expired",-1012.32,-204.50909090909093,3,108998.56,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.412,1.198,15.74,22.21,15.15,-203.03
"2023-01-06","13:15:00",3872.38,"3 Jan 6 3870 P STO 7.00 | 3 Jan 6 3865 P BTO 5.10",180,3895.08,"2023-01-06","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,110010.88,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.373,1,15.27,49.01,100,-11.11
"2023-01-04","13:15:00",3860.08,"3 Jan 4 3855 P STO 10.10 | 3 Jan 4 3850 P BTO 8.20",180,3852.97,"2023-01-04","16:00:00",0,203,"Expired",-76.32,-14.133333333333331,3,109478.2,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.232,106,16.22,19.72,22.22,-177.78
"2022-12-29","13:15:00",3851.39,"3 Dec 29 3850 P STO 5.90 | 3 Dec 29 3845 P BTO 4.10",170,3849.28,"2022-12-29","16:00:00",0,72,"Expired",286.68,56.21176470588235,3,109554.52,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.439,7.5,22.23,45.94,88.24,-26.47
"2022-12-21","13:15:00",3880.87,"3 Dec 21 3880 P STO 6.40 | 3 Dec 21 3875 P BTO 4.35",195,3878.44,"2022-12-21","16:00:00",0,156,"Expired",109.68,18.74871794871795,3,109267.84,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.471,45,17.87,41.38,56.41,-148.72
"2022-12-14","13:15:00",4040.05,"3 Dec 14 4030 P STO 30.10 | 3 Dec 14 4025 P BTO 27.90",210,3995.32,"2022-12-14","16:00:00",0,500,"Expired",-877.32,-139.25714285714287,3,109158.16,870,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.079,1.166,-4.11,24.51,11.9,-138.1
"2022-12-12","13:15:00",3952.62,"3 Dec 12 3950 P STO 5.90 | 3 Dec 12 3945 P BTO 4.30",150,3990.56,"2022-12-12","16:00:00",0,0,"Expired",442.68,98.37333333333333,3,110035.48,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.372,1,4.91,13.33,100,-13.33
"2022-11-22","13:15:00",3987.58,"3 Nov 22 3985 P STO 5.30 | 3 Nov 22 3980 P BTO 3.60",160,4003.58,"2022-11-22","16:00:00",0,0,"Expired",472.68,98.475,3,109592.8,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.472,1,15.57,22.07,100,-18.75
"2022-11-14","13:15:00",3998.78,"3 Nov 14 3995 P STO 6.50 | 3 Nov 14 3990 P BTO 4.70",170,3957.25,"2022-11-14","16:00:00",0,500,"Expired",-997.32,-195.5529411764706,3,109120.12,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.383,1.16,-14.96,20.81,52.94,-194.12
"2022-11-11","13:15:00",3977.14,"3 Nov 11 3975 P STO 8.25 | 3 Nov 11 3970 P BTO 6.25",190,3992.93,"2022-11-11","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,110117.44,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.32,1,7.35,13.42,100,0
"2022-11-10","13:15:00",3913.89,"3 Nov 10 3910 P STO 9.55 | 3 Nov 10 3905 P BTO 7.70",175,3956.37,"2022-11-10","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,109554.76,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.24,1,111.32,54,100,-34.29
"2022-11-08","13:15:00",3857.01,"3 Nov 8 3855 P STO 7.15 | 3 Nov 8 3850 P BTO 5.25",180,3828.11,"2022-11-08","16:00:00",0,500,"Expired",-967.32,-179.13333333333333,3,109037.08,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.362,1.222,10.22,39.99,0,-177.78
"2022-10-28","13:15:00",3887.26,"3 Oct 28 3885 P STO 7.50 | 3 Oct 28 3880 P BTO 5.50",190,3901.06,"2022-10-28","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,110004.4,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.364,1,0.96,79,100,-21.05
"2022-10-26","13:15:00",3849.61,"3 Oct 26 3845 P STO 7.60 | 3 Oct 26 3840 P BTO 5.75",175,3830.6,"2022-10-26","16:00:00",0,500,"Expired",-982.32,-187.10857142857142,3,109441.72,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.322,1.938,-33.14,23.64,25.71,-185.71
"2022-10-25","13:15:00",3837.41,"3 Oct 25 3835 P STO 7.80 | 3 Oct 25 3830 P BTO 5.90",180,3859.11,"2022-10-25","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,110424.04,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.322,1,2.1,37.97,100,-22.22
"2022-10-24","13:15:00",3784.1,"3 Oct 24 3780 P STO 8.10 | 3 Oct 24 3775 P BTO 6.30",170,3797.34,"2022-10-24","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,109891.36,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.286,1,9.26,22.09,100,-44.12
"2022-10-21","13:15:00",3721.48,"3 Oct 21 3720 P STO 11.00 | 3 Oct 21 3715 P BTO 9.00",190,3752.75,"2022-10-21","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,109388.68,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.222,1,-8.68,64.38,100,-21.05
"2022-10-17","13:15:00",3676.92,"3 Oct 17 3675 P STO 10.55 | 3 Oct 17 3670 P BTO 8.55",190,3677.95,"2022-10-17","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,108826,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.234,1,55.58,38.27,100,-23.68
"2022-10-13","13:15:00",3643.31,"3 Oct 13 3640 P STO 12.25 | 3 Oct 13 3635 P BTO 10.25",190,3669.91,"2022-10-13","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,108263.32,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.195,1,-56.66,122.94,100,0
"2022-10-05","13:15:00",3775.78,"3 Oct 5 3775 P STO 9.40 | 3 Oct 5 3770 P BTO 7.30",200,3783.28,"2022-10-05","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,107700.64,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.288,2,-37.68,22.53,100,-30
"2022-10-04","13:15:00",3764.44,"3 Oct 4 3760 P STO 9.15 | 3 Oct 4 3755 P BTO 7.30",175,3790.93,"2022-10-04","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,107107.96,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.253,1,48.03,37.98,100,-37.14
"2022-10-03","13:15:00",3660.15,"3 Oct 3 3655 P STO 8.25 | 3 Oct 3 3650 P BTO 6.50",165,3678.43,"2022-10-03","16:00:00",0,0,"Expired",487.68,98.52121212121212,3,106590.28,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.269,1,24.16,50.37,100,-6.06
"2022-09-28","13:15:00",3709.87,"3 Sep 28 3705 P STO 9.70 | 3 Sep 28 3700 P BTO 8.00",160,3719.04,"2022-09-28","16:00:00",0,0,"Expired",472.68,98.475,3,106102.6,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.212,1,4.65,57.93,100,-84.38
"2022-09-12","13:15:00",4108.58,"3 Sep 12 4105 P STO 7.25 | 3 Sep 12 4100 P BTO 5.40",175,4110.41,"2022-09-12","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,105629.92,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.343,1,16.31,24.91,100,-71.43
"2022-09-09","13:15:00",4065.51,"3 Sep 9 4065 P STO 8.90 | 3 Sep 9 4060 P BTO 6.80",200,4067.36,"2022-09-09","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,105112.24,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.309,3,16.76,42.57,100,-17.5
"2022-09-08","13:15:00",3993.18,"3 Sep 8 3990 P STO 9.35 | 3 Sep 8 3985 P BTO 7.45",180,4006.18,"2022-09-08","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,104519.56,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.255,1,-19.93,33.24,100,-52.78
"2022-09-07","13:15:00",3953.21,"3 Sep 7 3950 P STO 9.20 | 3 Sep 7 3945 P BTO 7.30",180,3979.87,"2022-09-07","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,103986.88,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.26,1,1.24,43.78,100,-25
"2022-08-16","13:15:00",4310.72,"3 Aug 16 4310 P STO 5.60 | 3 Aug 16 4305 P BTO 3.70",180,4305.2,"2022-08-16","16:00:00",0,480,"Expired",-907.32,-168.02222222222224,3,103454.2,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.514,39,-6.68,20.26,75,-166.67
"2022-08-15","13:15:00",4294.63,"3 Aug 15 4295 P STO 6.70 | 3 Aug 15 4290 P BTO 4.60",200,4297.14,"2022-08-15","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,104361.52,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.457,2,-10.78,25.26,100,-40
"2022-08-12","13:15:00",4252.69,"2 Aug 12 4250 P STO 4.45 | 2 Aug 12 4245 P BTO 2.85",150,4280.15,"2022-08-12","16:00:00",0,0,"Expired",295.12,98.37333333333333,2,103768.84,700,"SPX","*SPX--PCS--0DTE--Daily",4.88,1.561,1,17.75,27.67,100,-6.67
"2022-08-10","13:15:00",4202.69,"3 Aug 10 4200 P STO 5.65 | 3 Aug 10 4195 P BTO 3.95",160,4210.24,"2022-08-10","16:00:00",0,0,"Expired",472.68,98.475,3,103473.72,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.43,1,58.55,21.67,100,-90.62
"2022-08-05","13:15:00",4141.95,"3 Aug 5 4140 P STO 6.55 | 3 Aug 5 4135 P BTO 4.75",170,4145.19,"2022-08-05","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,103001.04,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.379,1,-36.07,26.08,100,-141.18
"2022-08-03","13:15:00",4155.68,"3 Aug 3 4155 P STO 8.20 | 3 Aug 3 4150 P BTO 6.10",200,4155.17,"2022-08-03","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,102498.36,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.344,10,16.77,47.72,100,-20
"2022-08-02","13:15:00",4133.76,"3 Aug 2 4130 P STO 6.70 | 3 Aug 2 4125 P BTO 4.90",170,4091.19,"2022-08-02","16:00:00",0,500,"Expired",-997.32,-195.5529411764706,3,101905.68,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.367,1.149,-14.42,29.55,2.94,-194.12
"2022-08-01","13:15:00",4126.38,"3 Aug 1 4125 P STO 8.65 | 3 Aug 1 4120 P BTO 6.60",195,4118.63,"2022-08-01","16:00:00",0,500,"Expired",-922.32,-157.66153846153844,3,102903,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.311,4.906,-17.91,14,25.64,-156.41
"2022-07-29","13:15:00",4115.41,"3 Jul 29 4115 P STO 8.15 | 3 Jul 29 4110 P BTO 6.00",205,4130.29,"2022-07-29","16:00:00",0,0,"Expired",607.68,98.80975609756096,3,103825.32,885,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.358,1,14.9,28.08,100,-26.83
"2022-07-28","13:15:00",4056.32,"3 Jul 28 4055 P STO 8.10 | 3 Jul 28 4050 P BTO 6.10",190,4072.43,"2022-07-28","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,103217.64,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.328,1,2.52,30.19,100,-10.53
"2022-07-27","13:15:00",3972.6,"3 Jul 27 3965 P STO 18.90 | 3 Jul 27 3960 P BTO 16.90",190,4023.61,"2022-07-27","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,102654.96,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.118,1,30.38,21.17,100,-21.05
"2022-07-21","13:15:00",3979.52,"2 Jul 21 3975 P STO 6.75 | 2 Jul 21 3970 P BTO 5.10",155,3998.95,"2022-07-21","16:00:00",0,0,"Expired",305.12,98.42580645161291,2,102092.28,690,"SPX","*SPX--PCS--0DTE--Daily",4.88,1.324,1,-4.43,24.05,100,-70.97
"2022-07-19","13:15:00",3913.22,"3 Jul 19 3910 P STO 7.55 | 3 Jul 19 3905 P BTO 5.80",165,3936.69,"2022-07-19","16:00:00",0,0,"Expired",487.68,98.52121212121212,3,101787.16,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.302,1,29.88,52.49,100,-21.21
"2022-07-15","13:15:00",3853.16,"3 Jul 15 3850 P STO 7.50 | 3 Jul 15 3845 P BTO 5.60",180,3863.16,"2022-07-15","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,101299.48,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.339,1,27.62,35.16,100,-22.22
"2022-07-07","13:15:00",3887.96,"3 Jul 7 3885 P STO 7.60 | 3 Jul 7 3880 P BTO 5.80",170,3902.62,"2022-07-07","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,100766.8,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.31,1,13.77,29.11,100,-11.76
"2022-06-24","13:15:00",3890.67,"3 Jun 24 3890 P STO 8.50 | 3 Jun 24 3885 P BTO 6.70",170,3911.74,"2022-06-24","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,100264.12,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.269,1,26.02,68.92,100,-58.82
"2022-06-22","13:15:00",3778.14,"3 Jun 22 3775 P STO 10.05 | 3 Jun 22 3770 P BTO 8.25",170,3759.89,"2022-06-22","16:00:00",0,500,"Expired",-997.32,-195.5529411764706,3,99761.44,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.218,1.354,-30.9,44.25,67.65,-194.12
"2022-06-21","13:15:00",3773.14,"3 Jun 21 3770 P STO 8.85 | 3 Jun 21 3765 P BTO 7.10",165,3764.79,"2022-06-21","16:00:00",0,500,"Expired",-1012.32,-204.50909090909093,3,100758.76,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.246,5.227,40.47,57.83,39.39,-203.03
"2022-06-07","13:15:00",4133.84,"3 Jun 7 4130 P STO 7.50 | 3 Jun 7 4125 P BTO 5.60",180,4160.68,"2022-06-07","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,101771.08,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.339,1,-24.96,37.37,100,-5.56
"2022-05-27","13:15:00",4130.9,"3 May 27 4130 P STO 8.55 | 3 May 27 4125 P BTO 6.60",185,4158.24,"2022-05-27","16:00:00",0,0,"Expired",547.68,98.68108108108106,3,101238.4,945,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.295,1,19.59,53.47,100,-37.84
"2022-05-26","13:15:00",4069.1,"3 May 26 4065 P STO 7.70 | 3 May 26 4060 P BTO 5.90",170,4057.84,"2022-05-26","16:00:00",0,500,"Expired",-997.32,-195.5529411764706,3,100690.72,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.305,4.314,5.87,84.5,52.94,-194.12
"2022-05-25","13:15:00",3944.13,"3 May 25 3940 P STO 16.90 | 3 May 25 3935 P BTO 14.85",195,3978.73,"2022-05-25","16:00:00",0,0,"Expired",577.68,98.74871794871794,3,101688.04,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.138,1,-11.89,14.54,100,-25.64
"2022-05-23","13:15:00",3961.43,"3 May 23 3960 P STO 11.95 | 3 May 23 3955 P BTO 9.85",200,3973.75,"2022-05-23","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,101110.36,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.213,1,18.06,42.01,100,-45
"2022-05-17","13:15:00",4075.18,"3 May 17 4070 P STO 11.15 | 3 May 17 4065 P BTO 9.30",175,4088.85,"2022-05-17","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,100517.68,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.199,1,43.99,23.18,100,-125.71
